Id,UnitId,Tainted,Channel,Trust,WorkerId,CountryCode,City,Ip,Response1,Response2,Response3,Classifier,Exclude,Training
2909687279,1403461954,FALSE,elite,1,40356433,SRB,,77.243.24.177,I would like to know do I need to pay for carry-on bag on my flight ?,How much it would cost to bring a carry-on bag on my flight ?,Do I need to extra pay for carry-on bag on my flight ?,baggage_carryon,0,0
2909658468,1403461954,FALSE,clixsense,1,43806607,VEN,Caracas,200.41.119.187,Is there any additional cost if I bring a carry-on bag?,Do you know if there is need to pay something additional to bring a carry-on bag?,Do I need to pay anything to bring a carry-on bag?,baggage_carryon,0,0
2909750914,1403461954,FALSE,clixsense,1,39347443,AUT,Vienna,80.110.82.64,Do I have to pay for my carry-on bag?,I have a hand luggage with me should I pay for it?,Is this carry-on bag already in ticket price if not can you tell me what does it cost?,baggage_carryon,0,0
2909753865,1403461954,FALSE,neodev,1,43698317,EGY,Cairo,41.45.210.26,How much do I pay to carry the bag on the plane?,How much to carry the bag on the plane,How much will it take to carry the bag on the plane,baggage_carryon,0,0
2909645461,1403461954,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,how much money if i take another baggage?,how much money if i take another baggage? what happened?,how much money if i take another baggage? what will you do?,baggage_checked,0,0
2909681227,1403461954,FALSE,elite,1,41472139,EGY,Damanhour,197.43.27.149,I would like to know if it costs money to bring a carry-on bag onto the plane.,May I know if it costs money to bring a carry-on bag onto the plane?,Does it cost money to bring a carry-on bag onto the plane?,baggage_carryon,0,0
2909632262,1403461954,FALSE,neodev,1,40956186,EGY,,62.114.130.5,You want to add a frequent flyer number to a flight you already booked,You want to add a frequent flyer number to a flight you already booked,You want to add a frequent flyer number to a flight you already booked,booking_modify_ff,0,0
2909656198,1403461954,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,Does it costs money to bring a carry-on bag onto the plane?,Does it costs money to bring a carry-on bag onto the plane?,Does it costs money to bring a carry-on bag onto the plane?,baggage_carryon,0,0
2909656699,1403461954,FALSE,neodev,1,39912680,COL,Medell√≠n,190.9.214.212,Does it cost money to carry a carry-on bag?,How much do I have to pay for a carry-on bag?,Should I pay for carrying a carry-on bag?,baggage_carryon,0,0
2909645463,1403461968,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,how much weight baggage?,how much weight baggage? how can i do ?,how much weight baggage? what can you if i extra?,Baggage_checked,0,0
2909656693,1403461968,FALSE,neodev,1,39912680,COL,Medell√≠n,190.9.214.212,Could you tell me what is the maximum weight of a bag?,Do you have any information about weight?,How much weight should I carry in my bag?,Baggage_checked,0,0
2909656204,1403461968,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,What is the maximum weight for a checked bag?,What is the maximum weight for a checked bag?,What is the maximum weight for a checked bag?,Baggage_checked,0,0
2909632264,1403461968,FALSE,neodev,1,40956186,EGY,,62.114.130.5,You want to add a frequent flyer number to a flight you already booked,You want to add a frequent flyer number to a flight you already booked,You want to add a frequent flyer number to a flight you already booked,booking_modify_ff,0,0
2909750917,1403461968,FALSE,clixsense,1,39347443,AUT,Vienna,80.110.82.64,I think my bag is to heavy what is the maximum weight?,What is the maximum weight for checked bag?,I have more space in my bag what is the maximum weight for it?,Baggage_checked,0,0
2909753878,1403461968,FALSE,neodev,1,43698317,EGY,Cairo,41.45.210.26,What is the maximum weight for the bag checked,What is the maximum weight for the examination bag,What is the maximum weight for the examination bag,Baggage_checked,0,0
2909658471,1403461968,FALSE,clixsense,1,43806607,VEN,Caracas,200.41.119.187,What is the weight limit for a checked bag?,Do you know the weight limit for each bag?,Who can assist me to check the maximum weight for a checked bag?,Baggage_checked,0,0
2909670606,1403461968,FALSE,clixsense,1,39360761,VEN,Barquisimeto,200.8.101.118,what is the maximum weight that I should carry by suitcase?,How much is the maximum that each suitcase should weigh?,What is the weight limit for the suitcases?,Baggage_checked,0,0
2909652742,1403461968,FALSE,neodev,1,40308306,VEN,Caracas,201.209.147.89,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,Baggage_checked,123,0
2909680853,1403461968,FALSE,elite,1,43775319,MEX,Zapopan,187.189.149.82,what is the maximum weight that i can check?,what is the maximum weight for a checked bag?,how much weight can i check?,Baggage_checked,0,0
2909831114,1403461968,FALSE,clixsense,1,39767721,RUS,Kazan,188.162.195.224,I wanted to know the maximum weight of hold Luggage.,What is the weight of one Luggage?,How much Luggage can I take?,Baggage_checked,0,0
2909681233,1403461968,FALSE,elite,1,41472139,EGY,Damanhour,197.43.27.149,I  need to know the maximum weight for a checked bag,Please tell me the maximum weight for a checked bag,What is the maximum weight for a checked bag?,Baggage_checked,0,0
2909676597,1403461968,FALSE,neodev,1,41805069,HUN,Sz√©kesfeh√©rv√°r,92.249.141.161,What is the heaviest luggage I can check in with?,Can you please measure my bag and tell me if I can check in with it?,I hope my bag it not too heavy so as to check in with,Baggage_checked,0,0
2909755933,1403461968,FALSE,elite,1,43716648,VEN,Caracas,186.167.245.148,tell me how much is the maximum luggage weight per person,I think I'm overweight in my bags please tell me how much weight is the most,I'm getting too overweight how much is the maximum allowed,Baggage_checked,0,0
2909687281,1403461968,FALSE,elite,1,40356433,SRB,,77.243.24.177,What is maximum weight for checked bag ?,I need to know what is maximum weight for checked bag ?,Can you tell me what is maximum weight for a checked bag ?,Baggage_checked,0,0
2909664394,1403461968,FALSE,clixsense,1,41701371,VEN,Caracas,190.36.122.111,what is the maximum weight in the suitcase,I could know the maximum weight of the suitcases,is there any weight restriction in the suitcases,Baggage_checked,0,0
2909681254,1403461968,FALSE,neodev,1,40010991,EGY,,82.129.198.18,what is the maximum weight for my bag?,my bag is to heavy is that allowed,how many bags can i carry in the plane,Baggage_checked,0,0
2909700966,1403461968,FALSE,neodev,1,41807814,VEN,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,Baggage_checked,123,0
2909717805,1403461968,FALSE,clixsense,1,42184715,SRB,Belgrade,178.254.175.29,What's the maximum weight for my bag?,I have bags what's max weight for them?,I need information: need maximum weight for my bags.,Baggage_checked,0,0
2909687652,1403461968,FALSE,neodev,1,33110177,VEN,Car√∫pano,190.204.98.175,How heavy can my bags be?,How much weight can I have in my bags?,I would like to know how heavy my bags can be,Baggage_checked,0,0
2909673531,1403461968,FALSE,elite,1,43305968,SRB,Novi Sad,147.91.173.31,May I ask what is the maximum weight for a checked bag?,Could you tell me what the maximum weight for a checked bag is?,I would like to ask about the maximum weight for a checked bag.,Baggage_checked,0,0
2909660584,1403461968,FALSE,neodev,1,38372558,BRA,Goiania,200.163.232.161,What is the maximum weight for a baggage without additional charge?,When does insurance charge against theft or loss of luggage without having to pay anything else?,What is the value of the kilo of extra luggage?,Baggage_checked,0,0
2909634085,1403461968,FALSE,neodev,1,43650485,EGY,Cairo,156.211.251.26,Can you help me get a new flight?,Can you help me get a new flight?,Can you help me get a new flight?,booking_change,0,0
2909714190,1403461968,FALSE,neodev,1,43191711,EGY,Cairo,41.44.237.76,can you tell me how much weight can i take with me,and how much parts also,and what about hand bags,Baggage_checked,23,0
2909664043,1403461968,FALSE,elite,1,43778069,MEX,Guadalajara,177.240.140.242,What is my luggage weight limit?,How much weight am I allowed?,How heavy can my bag be?,Baggage_checked,0,0
2909712295,1403461968,FALSE,clixsense,1,40597878,ESP,Leioa,85.86.226.145,What's the maximum weight for my bag?,Is there any extra cost for my bag?,Is my bag too heavy?,Baggage_checked,0,0
2909729423,1403461968,FALSE,neodev,1,43661460,VEN,,190.207.59.93,How can I find out the maximum weight of my checked bag?,Could you tell me the maximum weight of the suitcase?,I want to know the maximum weight of the checked suitcase.,Baggage_checked,0,0
2909681944,1403461968,FALSE,elite,1,43821915,MEX,Acapulco De Ju√°rez,201.114.49.39,Where do I see the registered weight of my luggage?,can help me by indicating the maximum weight of a registered suitcase!,I want to know which is the maximum weight for a baggage or who can tell me that?,Baggage_checked,0,0
2909695010,1403461968,FALSE,clixsense,1,43853403,BRA,Rio De Janeiro,179.158.154.94,I know it's on time but do you have a weight limit for a baggage?,What is the maximum weight for luggage?,In addition to hand luggage I own a larger one. Any weight limits?,Baggage_checked,0,0
2909674214,1403461968,FALSE,neodev,1,43850470,VEN,Barquisimeto,190.207.138.155,excuse me where I can weigh my luggage?,where is the weight of luggage?,"¬øQuisiste decir """"podr√≠a pesarme este equipaje""""? I could weigh this baggage?""""",Baggage_checked,3,0
2909661675,1403461968,FALSE,neodev,1,43615460,EGY,Benha,156.214.127.74,what the maximum weight for a checked bag?,if my bag heavier what the heavier the load ?,Can you help me find out what loads can be carried  ÿü,Baggage_checked,0,0
2909644597,1403461968,FALSE,neodev,1,38366779,RUS,Bryansk,2.93.179.230,ljkfahfquow  iqweio qoij,joidadio jo,ujo ioafioafij lkj,Baggage_checked,123,0
2909677318,1403461968,FALSE,neodev,1,43842917,EGY,,156.203.100.225,what is the maximum weight,is there a maximum weight for checked bag,can you tell me the maximum weight for checked bag,Baggage_checked,0,0
2909634321,1403461968,FALSE,neodev,1,43765666,VEN,Guacara,186.89.123.89,dgdsgdgdgdg,dgasgdg,dgdsagsdgds,Baggage_checked,123,0
2909675486,1403461968,FALSE,neodev,1,43642908,VEN,Valencia,190.79.79.9,what would be the maximum weight for my travel bag,I need to know the maximum weight of my suitcase,the maximum weight for a suitcase which would be,Baggage_checked,0,0
2909712927,1403461968,FALSE,neodev,1,43700704,VEN,Maracay,200.93.85.111,What is the maximum weight of the checked bag?,How much weight does the suitcase have in the flight?,I want to know the maximum weight of my suitcase?,Baggage_checked,0,0
2909674855,1403461968,FALSE,neodev,1,36312400,VEN,Puerto Ordaz,190.207.114.243,How much is the weight of my luggage?,my second luggage how much?,What is the maximum weight of my travel bag?,Baggage_checked,0,0
2909662712,1403461968,FALSE,neodev,1,43602514,TUR,Erzurum,78.164.167.106,Do you have maximum weight?,what is the maximum weight?,how many total weight?,Baggage_checked,0,0
2909698776,1403461968,FALSE,clixsense,1,39078729,EGY,Cairo,41.237.4.122,What is the maximum weight for a checked bag?,What is the allowable baggage weight allowance for the trip?,To what weight luggage allows me to transit it?,Baggage_checked,0,0
2909775277,1403461968,FALSE,clixsense,1,36522920,RUS,Moscow,91.78.29.125,What is the maximum weight for one piece of luggage?,What is the maximum weight for hand luggage?,If I fly with a child what is the maximum luggage weight?,Baggage_checked,0,0
2909681320,1403461952,FALSE,neodev,1,43765666,VEN,Guacara,186.89.123.89,dfhfdhdfhdfhdf,dfhdf,fdhd,baggage_lost_general,123,0
2909732181,1403461952,FALSE,prodege,1,5551648,CAN,Victoria,173.183.76.192,my bag has been lost,where is my bag,has my bag been lost,baggage_lost_general,0,0
2909698980,1403461952,FALSE,neodev,1,43191711,EGY,Cairo,41.44.237.76,i have lost my bag so is there any possibility to repack it,it is black and have a white line in one side,it is contain my money and other documents,baggage_lost_general,0,0
2909681287,1403461952,FALSE,neodev,1,41807814,VEN,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,baggage_lost_general,123,0
2909634292,1403461952,FALSE,neodev,1,43348248,CRI,Grecia,186.176.228.248,What happened with my bag?,How long will it take to get my bag back?,Why did you lost my bag?,baggage_lost_general,0,0
2909769386,1403461952,FALSE,clixsense,1,33827492,RUS,Moscow,95.72.231.43,Who do I contact about lost Luggage?,Lost two suitcases with things,They had a name tag please check me for the ticket number,baggage_lost_general,3,0
2909690146,1403461952,FALSE,clixsense,1,41701371,VEN,Caracas,190.36.122.111,I lost my package could help me get it,i think i lost my package,I do not remember where I put my package I could not find it could help me,baggage_lost_general,0,0
2909646294,1403461952,FALSE,clixsense,1,43853403,BRA,Rio De Janeiro,179.158.154.94,My luggage is gone. Do I have insurance?,Who do I look for information about lost luggage?,I have goods of importance in my suitcase. What should I do?,baggage_lost_general,0,0
2909672264,1403461952,FALSE,neodev,1,43627365,VEN,,186.91.189.246,Do you have a lost & found department?,can i visit the surveillance center?,who can help me with a lost item?,baggage_lost_general,0,0
2909675828,1403461952,FALSE,neodev,1,43772050,VEN,,190.79.26.39,I lost my luggage can you locate it?,My luggage was lost you can locate it be?,I need to get my travel bag,baggage_lost_general,0,0
2909735043,1403461952,FALSE,neodev,1,43704247,VEN,Cabimas,190.77.18.38,Please help me my bag was lost.,I really need help my bag was lost.,Can you help me to find my bag It's lost.,baggage_lost_general,0,0
2909703579,1403461952,FALSE,clixsense,1,41904763,VEN,Caracas,190.36.114.90,my bag was lost I could help her,I think I lost my bag,I do not remember where my bag could fit,baggage_lost_general,3,0
2909829797,1403461952,FALSE,prodege,1,38202325,USA,Caribou,98.13.82.121,Where can I find my bag?,Where is lost and found?,How can I file a lost baggage claim?,baggage_lost_general,0,0
2909684157,1403461952,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,How may I find my lost bag?,How may I find my lost bag?,How may I find my lost bag?,baggage_lost_general,0,0
2909692796,1403461952,FALSE,neodev,1,41386492,VEN,Maracaibo,186.94.247.129,someone saw my bag?,How do I not get my bag?,How long should I wait to find out?,baggage_lost_general,0,0
2909737210,1403461952,FALSE,clixsense,1,42540507,VEN,Caracas,201.208.218.35,i lost my bag,Your lost my bag,Where are my bag?,baggage_lost_general,0,0
2909737977,1403461952,FALSE,clixsense,1,39767721,RUS,Kazan,188.162.195.224,Please help my purse was stolen!,Could you help my bag is lost,I lost somewhere in my bag help me please!,baggage_lost_general,0,0
2909781474,1403461952,FALSE,clixsense,1,39347443,AUT,Vienna,80.110.82.64,I just arrived to my destination but my bag is lost could you help me?,My bag is missing can you check where it is?,I am at the luggage claim still waiting for my bag I think it is lost.,baggage_lost_general,0,0
2909690472,1403461952,FALSE,neodev,1,43891052,EGY,Cairo,41.237.73.219,my bag was lost,i cant find my bag,can you tell me where my bag is ?,baggage_lost_general,0,0
2909834966,1403461952,FALSE,clixsense,1,21764533,HRV,Rijeka,78.2.113.83,Do you have a lost & found department? I lost my bag.,I lost my bag on a plane. Can you help me?,I lost my bag on a plane. What I must do to try to find it?,baggage_lost_general,0,0
2909695312,1403461952,FALSE,elite,1,37114750,VEN,,190.199.101.173,has lost property department,How can I get my bag back?,I need to get my bag back,baggage_lost_general,0,0
2909638793,1403461952,FALSE,neodev,1,43650485,EGY,Cairo,156.211.251.26,Can you help me get a new flight?,Can you help me get a new flight?,Can you help me get a new flight?,booking_change,0,0
2909707542,1403461952,FALSE,neodev,1,43650202,EGY,,156.202.79.127,I lost my bag,can you find my bag,help me find my bage please,baggage_lost_general,0,0
2909714473,1403461952,FALSE,clixsense,1,37780823,VEN,Caracas,190.39.8.228,I lost my bag it would help me get it,I lost my bag I could get another because I can not find it,I would bring a bag since I can not get mine,baggage_lost_general,3,0
2909741928,1403461952,FALSE,neodev,1,43875791,SRB,Belgrade,93.87.165.30,Can I get a refund for it?,Are you responsible for my lost yewelry?,Where can I fill a form for refund?,baggage_lost_general,123,0
2909644751,1403461952,FALSE,neodev,1,40062468,PER,Lima,179.7.132.177,Please I lost my purse could you tell me where I can get help?,Where do lost objects go?,If they can't find it what would happen is there a refund?,baggage_lost_general,0,0
2909688873,1403461952,FALSE,neodev,1,43642908,VEN,Valencia,190.79.79.9,my bag got lost,I need you to find me my bag,my bag is not to be missed,baggage_lost_general,0,0
2909726686,1403461952,FALSE,neodev,1,43700704,VEN,Maracay,200.93.85.111,where the lost objects department is located,who can inform me of my lost bag on the flight,I lost my bag who can help me with this?,baggage_lost_general,0,0
2909689061,1403461952,FALSE,neodev,1,43702411,VEN,Caracas,200.109.40.86,How do I file the complaint?,who is in charge must be responsible,can i find sure?,baggage_lost_general,123,0
2909690177,1403461952,FALSE,clixsense,1,39517779,GRC,Thessalon√≠ki,46.12.194.97,Where can I report a lost bag?,Do you have a department for lost items?,I need to find my lost bag.,baggage_lost_general,0,0
2909744931,1403461952,FALSE,neodev,1,43698317,EGY,Cairo,41.45.210.26,I've lost my purse .,Can you help me I lost my bag,I lost my bag. Please help me,baggage_lost_general,0,0
2909743588,1403461952,FALSE,neodev,1,39257488,VEN,Caracas,186.167.242.20,there will be some way to get my bag,where could you go for information,will be held responsible for the loss,baggage_lost_general,2,0
2909644351,1403461952,FALSE,clixsense,1,39078729,EGY,Cairo,41.237.4.122,Can you help me find my bag?,I lost my bag. Can you help me?,My luggage did not arrive. can you help me?,baggage_lost_general,0,0
2909791429,1403461952,FALSE,clixsense,1,42160208,UKR,,91.227.151.146,Where is the lost-and-found?,where to look for lost luggage?,find my suitcase,baggage_lost_general,0,0
2909785604,1403461952,FALSE,neodev,1,43825606,VEN,Barquisimeto,201.249.96.90,I need you to please respond for my bag,They are supposed to have to be careful where the luggage is supposed to be safe,please check my luggage my boldsa has to appear,baggage_lost_general,0,0
2909699971,1403461952,FALSE,neodev,1,40010991,EGY,,82.129.198.18,can you help me i lost my bag?,what should i do i lost my bag?,do you have lost& found Department i lost my bag ?,baggage_lost_general,0,0
2909642242,1403461952,FALSE,elite,1,41472139,EGY,Alexandria,197.43.51.248,My bag is lost What am I supposed to do?,What should I do to find my lost bag?,Please I need help. My bag is lost?,baggage_lost_general,0,0
2909744654,1403461952,FALSE,neodev,1,41473993,VEN,Caracas,190.36.252.69,My bag is missing and i have very important documents in it.,My bag was lost  how do you could help me?,you have total responsability over my luggageand it was lost.,baggage_lost_general,0,0
2909640721,1403461952,FALSE,elite,1,43821915,MEX,Acapulco De Ju√°rez,201.114.49.39,I can not find my bag help,Could you help me locate my bag?,I need you to help me locate my bag please,baggage_lost_general,0,0
2909662593,1403461967,FALSE,neodev,1,42011823,VEN,Maracay,186.92.44.117,hi  i lost my luggage  when you gonna find it,is still missing my luggage,did you find my luggage that's nice,baggage_lost_status,0,0
2909721530,1403461967,FALSE,elite,1,41472139,EGY,Damanhour,197.43.27.149,Have you found my lost luggage?,Have my my lost luggage been found ?,I need to ask about my lost luggage.,baggage_lost_status,0,0
2909689736,1403461967,FALSE,neodev,1,40141799,VEN,,190.198.74.31,hello you guys recovered back my luggage?,i can know if my luggage is there?,is my luggage recovered already?,baggage_lost_status,0,0
2909713083,1403461967,FALSE,neodev,1,43704247,VEN,Cabimas,190.77.18.38,Can you help me to know if you find my luggage?,I need to know if you find my luggage.,Please tell me if you find my luggage.,baggage_lost_status,0,0
2909679959,1403461967,FALSE,neodev,1,43650202,EGY,,156.202.79.127,do you find it ?,please help me to find it,I hope you find it,baggage_lost_status,0,0
2909679788,1403461967,FALSE,elite,1,43778069,MEX,Guadalajara,177.240.140.242,Has my luggage been found yet?,Please update me as to the status of my lost bag.,Can you please check on my lost luggage claim?,baggage_lost_status,0,0
2909663954,1403461967,FALSE,neodev,1,43777305,EGY,Cairo,41.42.70.235,are you found my lost luggage ?,where is my lost luggage ?,is my lost luggage found ?,baggage_lost_status,0,0
2909743351,1403461967,FALSE,clixsense,1,36522920,RUS,Moscow,91.78.29.125,I did not get my luggage what should I do?,How long will I wait for my luggage?,Will the company deliver my luggage to my house?,baggage_lost_status,0,0
2909688823,1403461967,FALSE,prodege,1,5551648,CAN,Victoria,173.183.76.192,has my lost luggage been found yet,i was wondering if my lost luggage has been located,have you located my lost luggage yet,baggage_lost_status,0,0
2909721618,1403461967,FALSE,clixsense,1,41904763,VEN,Caracas,190.36.114.90,I would like to know if they found my luggage,How long would it take to retrieve my luggage?,I would like to know if my luggage showed up,baggage_lost_status,0,0
2909665030,1403461967,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,Is my luggage found?,Is my luggage found?,Is my luggage found?,baggage_lost_status,0,0
2909667222,1403461967,FALSE,bitcoinget,1,43891892,USA,North Bergen,67.205.140.232,Please did u see my luggage,I can't find my luggage please have anyone of u see it,Please help me find my luggage,baggage_lost_status,0,0
2909667391,1403461967,FALSE,neodev,1,41766417,VEN,Maracay,201.208.26.242,Have you found my luggage?,How long does it take to find my luggage?,where is my luggage,baggage_lost_status,0,0
2909679329,1403461967,FALSE,bitcoinget,1,43851130,USA,New York,162.243.39.208,Has the airline found my luggage,Tell me if the airline has found my luggage,Want to know if airline has found my luggage,baggage_lost_status,0,0
2909786072,1403461967,FALSE,clixsense,1,39078729,EGY,Cairo,41.237.4.122,Did you find my lost bags?,Have you found my lost luggage?,Have you found my missing bags?,baggage_lost_status,0,0
2909670151,1403461967,FALSE,neodev,1,39912680,COL,Medell√≠n,190.9.214.212,They found my lost luggage?,Did you find it?,Have you found it? My luggage,baggage_lost_status,0,0
2909833598,1403461967,FALSE,neodev,1,43825606,VEN,Barquisimeto,201.249.96.90,already found my luggage ??,it is important that I count my luggage,has to appear,baggage_lost_status,0,0
2909655490,1403461967,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,where is my luggage?,i want to money back please help me because of my luggage can you help me ?,i want to money back please help me because of my luggage can you help me ? if you don't help me what can i do?,baggage_lost_status,0,0
